sentence_id,segment,creativity_score,ter,sentence,gandolfo,guerberof,original_stats_char_count,original_stats_token_count,original_stats_sentence_count,original_stats_avg_word_length,translation_stats_avg_char_count,translation_stats_avg_token_count,translation_stats_avg_sentence_count,translation_stats_avg_word_length,translation_stats_std_char_count,translation_stats_std_token_count,translation_stats_min_token_count,translation_stats_max_token_count,length_ratio_stats_avg_length_ratio,length_ratio_stats_std_length_ratio,length_ratio_stats_min_length_ratio,length_ratio_stats_max_length_ratio
95,116,2.3710302463229858,0.9166666666666669,"""Good gravy, no!"" she said.","-¡Demonios, no!","—Pero ¡qué va, por Dios!",27,10,2,2.5,24.25,7.5,1.5,2.981331168831169,6.722164829874376,2.5,4,11,0.75,0.25,0.4,1.1
71,88,2.281966163869663,0.9027777777777778,"""Skip it,"" he said.",-No importa –dijo él.,"—No, nada, mis cosas —le respondió.",19,8,1,2.25,26.25,7.0,1.0,3.347916666666667,7.46240577829965,1.5811388300841898,5,9,0.875,0.1976423537605237,0.625,1.125
121,145,2.19290208141634,0.888888888888889,"Triplets!"""" she said.",-¡Trillizos!,—¡Trillizos!,21,7,2,3.0,21.75,5.0,1.5,4.84375,10.059199769365357,3.0,2,8,0.7142857142857142,0.4285714285714285,0.2857142857142857,1.1428571428571428
69,86,2.148370040189679,0.8819444444444445,"""And you dunk people,"" he said.",-Y ustedes los tucanes.,"—Ah, usted es la que corta cabezas —dijo el pintor.",31,10,1,2.8,34.5,9.25,1.0,3.2750000000000004,10.805091392487157,2.5860201081971503,5,12,0.925,0.258602010819715,0.5,1.2
72,89,1.8854189396132008,0.8409391534391534,"That sure is a beautiful picture,"""" she said.","-Bueno, ése sí que es un hermoso cuadro –dijo ella-.",—¡Qué cuadro tan bonito! ~~~ —dijo—.,45,12,1,3.333333333333333,46.0,11.75,1.25,3.378787878787879,8.74642784226795,2.8613807855648994,8,16,0.9791666666666664,0.2384483987970749,0.6666666666666666,1.3333333333333333
51,67,1.7636626840371308,0.8219521604938271,"A do-it-yourselfer, eh?"""" said the orderly.",–dijo el ordenanza-.,"—Ah, un autodidacta, ¿eh? ~~~ —dijo el celador—.",43,11,2,3.636363636363636,40.75,10.25,1.75,3.664231601731602,12.397076268217438,3.766629793329841,4,14,0.9318181818181818,0.3424208903027128,0.3636363636363636,1.2727272727272727
80,97,1.6712410270468774,0.8075396825396826,We've got a few choice ones left.,Nos quedan algunos para elegir.,Aún nos quedan varias opciones de primera.,33,9,1,3.0,35.0,7.0,1.25,4.338888888888889,10.41633332799983,1.5811388300841898,5,9,0.7777777777777778,0.1756820922315766,0.5555555555555556,1.0
119,143,1.6585175866964028,0.8055555555555556,"""I can't,"" she said.",-No puedo –dijo ella.,—No sé —dijo ella.,20,9,1,2.111111111111111,22.5,6.5,1.0,3.034920634920635,6.18465843842649,1.6583123951777,5,9,0.7222222222222223,0.1842569327975222,0.5555555555555556,1.0
138,164,1.6436735729541827,0.8032407407407408,"""Hooray,"" said Wehling emptily.",-Hurra –dijo Wehling con voz hueca.,—¡Hurra! ~~~ —dijo Quejada sin entusiasmo.,31,8,1,3.75,36.5,8.25,1.25,3.9901785714285714,3.3541019662496847,1.0897247358851685,7,10,1.03125,0.136215591985646,0.875,1.25
64,81,1.5929565260015954,0.7953317901234568,"A lot would depend on what your business was,"""" he said.",-Gran parte depende de cuál es tu asunto –dijo él-.,—Dependerá de lo que la trae hasta aquí —dijo él—.,56,15,1,3.2,50.25,11.75,1.0,3.628350815850816,1.479019945774904,0.82915619758885,11,13,0.7833333333333333,0.0552770798392567,0.7333333333333333,0.8666666666666667
97,118,1.5917195248564102,0.7951388888888888,"""Ah, You... you admire him, eh?"" he said.","-Ah, lo admiras, ¿eh?","—Ah, usted… lo admira, ¿verdad? ~~~ —dijo él.",41,15,3,2.4,35.0,11.75,2.0,2.538690476190476,9.69535971483266,3.191786333700926,7,16,0.7833333333333332,0.2127857555800617,0.4666666666666667,1.0666666666666669
68,85,1.5842975179853005,0.7939814814814815,She waited.,–Esperó.,— Y esperó.,11,3,1,3.333333333333333,9.5,2.75,1.0,3.3541666666666665,2.0615528128088303,0.82915619758885,2,4,0.9166666666666666,0.2763853991962833,0.6666666666666666,1.3333333333333333
44,55,1.5620314973719691,0.7905092592592592,"There's a good picture of it,"""" he said.",-Ése es un buen ejemplo –dijo-.,—Ahí tienes una buena imagen de la vida —dijo—.,40,13,1,2.6923076923076925,37.0,9.5,1.0,3.361904761904762,7.3484692283495345,1.8027756377319943,7,12,0.7307692307692308,0.1386750490563073,0.5384615384615384,0.9230769230769232
77,94,1.5471874836297497,0.7881944444444445,Yes—here you are.,"Sí, acá estás.","Sí, aquí está.",17,4,1,3.75,15.0,5.0,1.0,2.7,1.224744871391589,0.7071067811865476,4,6,1.25,0.1767766952966369,1.0,1.5
110,132,1.5376449033668929,0.7867063492063492,"What are you doing here?"""" he said.",¿Qué está haciendo aquí? ~~~ –dijo-.,—dijo—.,35,11,2,2.8181818181818183,28.75,7.5,1.75,3.439709595959596,12.871965661856,3.3541019662496847,2,11,0.6818181818181819,0.3049183605681531,0.1818181818181818,1.0
191,228,1.482895553980002,0.7781685906685907,"We could probably fit you in late this afternoon, sir,"""" she said.","-Es probable que podamos anotarlo para última hora de la tarde, señor –dijo ella-.","—Seguramente lo podamos acomodar esta tarde a última hora, señor —dijo—.",66,17,1,3.3529411764705883,80.0,15.5,1.0,4.479991515837105,6.284902544988268,1.5,13,17,0.9117647058823528,0.088235294117647,0.7647058823529411,1.0
94,115,1.4337368071713494,0.7705026455026455,"""That upsets you?"" he said.",-¿Te molesta? ~~~ –dijo él.,—¿Y eso le molesta? ~~~ —dijo él.,27,9,2,2.7777777777777777,32.5,9.0,2.0,3.1214285714285714,4.330127018922194,1.224744871391589,7,10,1.0,0.1360827634879543,0.7777777777777778,1.1111111111111112
96,117,1.4273750869961122,0.769510582010582,"""It's—it's just such an honor.""",–dijo ella-. ~~~ Es… es un honor tan grande.,—dijo—. ~~~ Es… es todo un honor.,31,9,2,3.2222222222222223,32.25,9.25,1.75,2.894570707070707,7.361215932167728,1.0897247358851685,8,11,1.0277777777777777,0.1210805262094632,0.8888888888888888,1.2222222222222223
115,138,1.3642175899650268,0.7596616346616347,"""I sure am honored to be in it with you,"" she said.",-Estoy segura de sentirme honrada de estar en él con usted –dijo ella.,—Es un honor para mí estar junto a usted —dijo ella.,51,16,1,2.625,56.75,13.25,1.0,3.5939529220779223,10.18270592720815,1.920286436967152,11,16,0.828125,0.120017902310447,0.6875,1.0
11,13,1.3467932981097726,0.7569444444444444,The children would be his first.,Serían sus primeros hijos.,Quejada era padre primerizo.,32,7,1,3.857142857142857,30.25,5.75,1.0,4.626190476190477,4.14578098794425,0.82915619758885,5,7,0.8214285714285714,0.1184508853698357,0.7142857142857143,1.0
108,130,1.3319492843675522,0.7546296296296297,"Well, Miss Duncan!","-Caramba, ¡señorita Duncan!, ¡señorita Duncan!","—Pero bueno, ¡señorita Salomé!",18,5,1,3.2,31.25,6.75,1.25,4.208333333333333,8.814051281902097,1.299038105676658,6,9,1.35,0.2598076211353316,1.2,1.8
103,125,1.325764278641627,0.7536651234567902,"That is kind of like what I do,"""" she said.",-Es el tipo de cosa que yo hago –dijo ella.,—Es más o menos lo que hago —dijo.,43,14,1,2.571428571428572,42.5,11.75,1.0,2.963661338661338,6.422616289332565,1.920286436967152,9,14,0.8392857142857143,0.1371633169262251,0.6428571428571429,1.0
0,1,1.3022612568831111,0.75,2BR02B,2 B R 0 2 B,S3R0N0S3R,6,1,1,6.0,9.25,3.5,1.0,4.25,2.0463381929681126,2.5,1,6,3.5,2.5,1.0,6.0
93,114,1.300313399876213,0.7496962460197754,"""Gosh—"" she said, and she blushed and became humble—""that—that puts me right next to Dr. Hitz.""","–dijo-. ~~~ ¿Te gusta un poco? ~~~ -Caramba… -dijo ella, y se ruborizó y se puso humilde-. ~~~ Eso… eso me coloca cerca del Dr. Hitz.",—Madre mía —se sonrojó y dijo modestamente—: pero eso significaría estar junto al doctor Atiza.,95,24,3,3.5,105.5,25.25,3.0,3.610994787236363,15.913830462839549,5.402545696243577,17,31,1.0520833333333337,0.2251060706768157,0.7083333333333334,1.2916666666666667
113,136,1.298550253447556,0.7494212962962963,"Good!"""" said Dr. Hitz heartily.",–dijo el Dr. Hitz con entusiasmo-.,—¡Perfecto! ~~~ —dijo el doctor Atiza con entusiasmo—.,31,9,3,3.2222222222222223,43.5,10.25,2.5,3.775,7.632168761236874,2.48746859276655,7,14,1.1388888888888888,0.2763853991962833,0.7777777777777778,1.5555555555555556
43,54,1.2246836136350787,0.7379023368606703,The painter gestured at a foul dropcloth.,El pintor hizo un gesto hacia un trapo sucio.,El pintor señaló una tela inmunda.,41,8,1,4.375,51.5,10.5,1.0,4.153174603174604,21.43011899173684,4.5,7,18,1.3125,0.5625,0.875,2.25
120,144,1.2131971744297887,0.7361111111111112,"""Triplets!"" he said.",-¡Trillizos! ~~~ –dijo él.,—¡Trillizos! ~~~ —dijo él.,20,7,2,2.857142857142857,27.25,7.25,2.25,3.447916666666667,2.165063509461097,1.299038105676658,6,9,1.0357142857142858,0.1855768722395226,0.8571428571428571,1.2857142857142858
114,137,1.1686651332031277,0.7291666666666667,"And, say, isn't that some picture?""""","Y dígame, ¿no le parece un gran cuadro?",¿A que es un cuadro genial?,36,12,2,2.75,35.75,10.25,1.5,2.9685814185814183,7.854139036202504,2.165063509461097,7,13,0.8541666666666667,0.180421959121758,0.5833333333333334,1.0833333333333333
190,227,1.1577656825532452,0.7274669774669775,"""How soon could I get an appointment?"" he asked, speaking very carefully.","-¿En cuánto tiempo puedo tener una cita? ~~~ –preguntó, hablando con mucho cuidado.",—¿Para cuándo es la primera cita disponible? ~~~ —preguntó con lentitud.,73,17,2,3.764705882352941,80.5,15.75,2.0,4.46834935897436,5.024937810560445,1.7853571071357126,13,18,0.9264705882352942,0.1050210063021007,0.7647058823529411,1.0588235294117647
180,215,1.1542066782594051,0.7269119769119768,"Even grimmer, surely, than a Catbox, a Happy Hooligan, an Easy Go.","Incluso más lúgubres, seguramente, que una Caja del Gato, un Vándalo Feliz, una Salida Fácil.","Con certeza más que el Arenero, Gamberro feliz o Salida fácil.",66,17,1,3.235294117647059,80.0,19.0,1.0,3.597697368421053,11.895377253370318,3.9370039370059056,13,24,1.1176470588235294,0.2315884668827003,0.7647058823529411,1.411764705882353
55,71,1.131110223310846,0.7233102545602546,"The world could do with a good deal more mess, if you ask me,"""" he said.","-El mundo podría arreglárselas con mucho más desprolijidad, si quieres saber mi opinión- dijo.","—A decir verdad, al mundo no le vendrían mal bastantes más complicaciones —dijo.",72,21,1,2.8095238095238093,75.75,16.0,1.0,4.067156862745097,12.295832627357935,0.7071067811865476,15,17,0.7619047619047619,0.0336717514850736,0.7142857142857143,0.8095238095238095
102,124,1.0732393305745676,0.7142857142857144,"Sawing off a limb—that strikes you as appropriate?""",Aserrar una rama: ¿eso te parece adecuado?,¿Le parece apropiado cortando una extremidad?,51,10,2,4.5,44.25,8.25,1.5,4.838293650793651,4.437059837324712,0.82915619758885,7,9,0.825,0.082915619758885,0.7,0.9
86,105,1.0477924498736175,0.7103174603174603,"I mean, I'm in service.","Quiero decir, estoy en servicios.",Quiero decir que yo soy de servicio.,23,8,1,2.375,30.25,7.0,1.0,3.685714285714286,5.629165124598851,1.224744871391589,5,8,0.875,0.1530931089239486,0.625,1.0
137,163,1.0424910163942531,0.7094907407407408,"I'm on my way in to see them now.""""",Estoy yendo a verlos ahora.,"De hecho, iba a verlos ahora.",35,13,2,2.230769230769231,30.25,8.0,1.0,3.189583333333333,5.80409338312195,1.4142135623730951,6,10,0.6153846153846154,0.1087856586440842,0.4615384615384615,0.7692307692307693
52,68,1.035069009523142,0.7083333333333333,"Messy business, Grandpa.","Un asunto desprolijo, abuelo.","Abuelo, es un poco complicado.",24,5,1,4.4,30.75,7.25,1.0,3.825396825396825,1.479019945774904,1.0897247358851685,6,9,1.45,0.2179449471770337,1.2,1.8
109,131,0.9571379373764852,0.6961805555555556,"Miss Duncan!"""" he said, and he made a joke.",–dijo e hizo una broma-.,¡Señorita Salomé! ~~~ —dijo y añadió jocoso—: ¿Qué hace aquí?,43,14,2,2.642857142857143,44.5,10.75,1.75,3.5000000000000004,13.238202294873728,2.7726341266023544,6,13,0.7678571428571429,0.198045294757311,0.4285714285714285,0.9285714285714286
129,154,0.9311609133276,0.6921296296296298,"What's the name?""""",¿Cuál es el apellido?,¿Cómo se llama?,18,7,2,2.571428571428572,18.0,5.0,1.5,3.1708333333333334,2.549509756796392,0.7071067811865476,4,6,0.7142857142857143,0.101015254455221,0.5714285714285714,0.8571428571428571
34,43,0.8933761510746743,0.6862373737373737,"""That's good of Dr. Hitz,"" said the orderly.",-Está muy bien para el Dr. Hitz –dijo el ordenanza.,—¡Qué majo el doctor Atiza! ~~~ —dijo el celador.,44,13,2,3.0,51.75,12.75,2.0,3.4351731601731603,3.112474899497183,1.7853571071357126,11,15,0.9807692307692308,0.1373351620873624,0.8461538461538461,1.1538461538461535
50,66,0.8841548698105682,0.6847993827160495,"When I decide it's time to go,"""" he said, """"it won't be at the Sheepdip.""""","-Cuando decida que es hora de irme –dijo-, no será en el “Antisarna”. ~~~ -Hágalo usted mismo, ¿eh?",—Cuando decida que ha llegado la hora —dijo— no será con Terminator.,74,26,2,2.5384615384615383,78.25,19.5,1.25,3.4748420439209915,13.40475661845451,4.153311931459037,13,24,0.75,0.1597427665945783,0.5,0.9230769230769232
67,84,0.8569408446164978,0.6805555555555557,"My name's Leora Duncan.""",Me llamo Leora Duncan.,Me llamo Salomé García.,24,7,2,3.142857142857143,25.25,6.5,1.25,3.5125,2.7726341266023544,1.5,5,8,0.9285714285714286,0.2142857142857142,0.7142857142857143,1.1428571428571428
150,181,0.8471090952547669,0.6790223665223666,"I want those kids,"""" said Wehling quietly.",-Quiero esos niños –dijo Wehling en voz queda-.,—Yo los quiero a los niños —dijo Quejada en voz baja—.,42,11,1,3.4545454545454546,50.0,11.25,1.0,3.858197358197359,2.7386127875258306,1.479019945774904,9,13,1.0227272727272727,0.1344563587068094,0.8181818181818182,1.181818181818182
91,110,0.8371488262935364,0.6774691358024691,"A snipper, a pruner—that's more your line.","Una francotiradora, una portadora: eso está mal en tu línea.","Una cortadora, una podadora estaría más en su línea.",42,10,1,3.6,57.75,13.0,1.0,3.75,8.78564169540279,1.4142135623730951,11,15,1.3,0.1414213562373094,1.1,1.5
171,205,0.8366186829456005,0.6773864638447973,"There's room for one—a great big one,"" he said.",-Hay espacio para uno… uno grande –dijo.,"—Ya hay lugar para uno, un espacio bien grande —dijo.",47,13,1,3.076923076923077,47.5,11.5,1.0,3.594551282051282,5.315072906367325,2.0615528128088303,8,13,0.8846153846153846,0.1585809856006792,0.6153846153846154,1.0
146,174~~~175,0.8232527529818469,0.6753021453288508,"""Nope,"" said Wehling sulkily. ~~~ A drupelet, Mr. Wehling, is one of the little knobs, one of the little pulpy grains of a blackberry,"""" said Dr. Hitz.","-Una drupéola, señor Wehling, es uno de los pequeños nudos, uno de los granos pulposos de una mora –dijo el Dr. Hitz-.","—Nop —dijo Quejada enfurruñado. ~~~ —Una drupa, señor Quejada, es la parte pequeñita, los granitos carnosos de la mora —dijo el doctor Atiza—.",151,38,4,3.3947368421052637,154.0,34.25,3.0,3.822144134934832,25.80697580112788,7.361215932167728,26,43,0.9013157894736844,0.193716208741256,0.6842105263157895,1.131578947368421
70,87,0.8124088033898358,0.6736111111111112,"""What?"" she said.",-¿Qué? ~~~ –dijo ella.,—¿Cómo? ~~~ —dijo ella.,17,7,2,2.4285714285714284,22.25,6.75,2.0,2.9955357142857144,0.4330127018922193,0.82915619758885,6,8,0.9642857142857144,0.1184508853698357,0.8571428571428571,1.1428571428571428
46,57,0.7956617109627152,0.6709995251661919,"""You're a gloomy old duck, aren't you?"" said the orderly.","-Eres un viejo perro lúgubre, ¿verdad? ~~~ –dijo el ordenanza.","—Es usted unas castañuelas, ¿eh? ~~~ —dijo el celador.",57,17,2,2.9411764705882355,61.25,14.5,2.0,3.6442307692307696,6.832825184358224,2.29128784747792,12,18,0.8529411764705883,0.1347816380869364,0.7058823529411765,1.0588235294117647
4,6,0.7921410153956496,0.6704504985754985,"Death, barring accidents, was an adventure for volunteers.","La muerte, de no ser por accidente, era una aventura para voluntarios.","La muerte, sin contar los accidentes, era una aventura solo apta para voluntarios.",58,11,1,4.636363636363637,68.25,13.25,1.0,4.498023504273505,9.959292143521044,2.680951323690902,9,16,1.2045454545454546,0.2437228476082638,0.8181818181818182,1.4545454545454546
195,233,0.7530327484209537,0.6643518518518519,"""Your city thanks you; your country thanks you; your planet thanks you.","Su ciudad le agradece, su país le agradece, su planeta le agradece.",La ciudad le da las gracias; el país le da las gracias; el planeta le da las gracias.,71,16,1,3.8125,74.25,17.75,1.0,3.4780545112781955,7.327175444876422,2.384848003542364,15,21,1.109375,0.1490530002213977,0.9375,1.3125
3,4~~~5,0.7395381904734808,0.6622474747474748,All diseases were conquered. ~~~ So was old age.,Se había derrotado todas las enfermedades. ~~~ La vejez también.,"No solo se había erradicado la enfermedad, sino también la vejez.",48,11,2,3.636363636363636,70.0,13.0,1.75,4.610119047619048,6.041522986797286,0.7071067811865476,12,14,1.1818181818181817,0.0642824346533225,1.0909090909090908,1.2727272727272727
194,232,0.7381887346787327,0.662037037037037,"Thank you, sir,"""" said the hostess.","-Gracias, señor –dijo la azafata-.","—Muchas gracias, señor —dijo la azafata—.",35,11,1,2.909090909090909,36.5,8.75,1.0,3.821428571428571,2.8722813232690143,1.299038105676658,7,10,0.7954545454545454,0.1180943732433325,0.6363636363636364,0.9090909090909092
101,123,0.674027438437688,0.6520315545808967,"""Nothing would please me more,"" said the painter, ""than to put you next to him for all time.",-Nada me agradaría más –dijo el pintor- que ponerte cerca de él para toda la eternidad.,—No se me ocurre un placer más grande —dijo el pintor— que pintarla junto a él para la posteridad.,92,24,1,3.25,86.25,19.5,1.0,3.717752100840336,7.660776723022281,1.5,17,21,0.8125,0.0624999999999999,0.7083333333333334,0.875
163,196,0.6526929247595978,0.648704594017094,"This child of yours—whichever one you decide to keep, Mr. Wehling,"""" said Dr. Hitz.","-Este chico suyo… ¿cuál decide conservar, señor Wehling? ~~~ –dijo el Dr. Hetz-.","—Este hijo suyo, el que al fin decida conservar, señor Quejada —dijo el doctor Atiza—.",83,19,3,3.789473684210526,83.25,17.75,2.0,3.9635416666666665,6.378675411086537,2.0463381929681126,16,21,0.9342105263157894,0.1077020101562165,0.8421052631578947,1.105263157894737
126,151,0.6385217852666811,0.646494708994709,"I don't think they made it,"""" she said.",-No creo que lo logren –dijo ella-.,—Creo que no lo consiguieron —dijo—.,39,13,1,2.6153846153846154,37.5,9.5,1.0,3.492559523809524,2.692582403567252,2.0615528128088303,7,12,0.7307692307692308,0.1585809856006792,0.5384615384615384,0.9230769230769232
153,184,0.6268586316120796,0.6446759259259259,"That's only human.""""",Es humano.,Desearlos es humano.,20,7,2,2.857142857142857,16.75,5.0,1.25,3.172619047619048,4.322904116447646,1.5811388300841898,3,7,0.7142857142857143,0.2258769757263128,0.4285714285714285,1.0
173,207,0.6263284882641437,0.6445932539682541,"It's only death,"""" he said to her as she fell.",-Es sólo muerte –le dijo mientras caía-.,—Tan solo es morirse —le dijo mientras caía al suelo—.,46,15,1,2.6,46.25,11.0,1.0,3.6461247086247086,5.3091901453988255,1.8708286933869709,8,13,0.7333333333333334,0.1247219128924647,0.5333333333333333,0.8666666666666667
104,126,0.6189064813930333,0.6434358465608466,She was demure about what she did.,Era recatada con lo que hacía.,Hablaba de su profesión con modestia.,34,8,1,3.5,35.25,7.5,1.0,3.9419642857142856,3.112474899497183,0.5,7,8,0.9375,0.0625,0.875,1.0
16,19~~~20,0.5998883161848617,0.6404701035118991,The room was being redecorated. ~~~ It was being redecorated as a memorial to a man who had volunteered to die.,Estaban redecorando el cuarto. ~~~ Lo estaban redecorando en memoria de un hombre que había muerto voluntariamente.,Se estaba renovando la sala para conmemorar a un hombre que se había ofrecido voluntario para morir.,111,23,2,3.9565217391304346,121.75,20.5,1.75,5.064536340852131,15.610493265749165,2.29128784747792,18,24,0.8913043478260869,0.0996212107599095,0.782608695652174,1.0434782608695652
30,39,0.57819171942459,0.6370866787533455,"Looks so real,"""" he said, """"I can practically imagine I'm standing in the middle of it.""""",-Parece tan real –dijo-. ~~~ Prácticamente puedo imaginar que estoy ahí.,—Parece tan real —dijo—. ~~~ Es que me puedo imaginar ahí mismo en el medio de ese jardín.,89,26,2,3.076923076923077,84.5,18.5,1.5,3.995879120879121,7.566372975210778,3.2015621187164243,13,21,0.7115384615384615,0.1231370045660163,0.5,0.8076923076923077
124,149,0.5687195777883827,0.6356095679012346,"""Do the parents have three volunteers?"" said Leora Duncan.",-¿Tienen los padres tres voluntarios? ~~~ –dijo Leora Duncan.,—¿Tienen tres voluntarios los padres? ~~~ —dijo Salomé García.,58,13,2,4.0,61.25,11.75,2.0,4.61451048951049,0.4330127018922193,0.82915619758885,11,13,0.903846153846154,0.063781245968373,0.8461538461538461,1.0
83,101,0.5452165560298667,0.6319444444444444,"A body's a body, eh?"""" he said, ""All righty.","-Un cuerpo es un cuerpo, ¿eh? ~~~ –dijo él-. ~~~ Todo bien.",—Un cuerpo es un cuerpo —dijo—.,44,17,2,2.294117647058824,51.5,15.0,2.25,3.0031328320802007,11.84271928232701,4.743416490252569,7,19,0.8823529411764706,0.2790244994266217,0.4117647058823529,1.1176470588235294
